,,,,,,,2,2,2,4,5,4,5,4,5,6,7,6,7,6,7,8,9,8,9,8,9,10,11,10,11,10,11,12,13,12,13,12,13,14,15,14,15,14,15,16,17,16,17,16,17,18,19,18,19,18,19,20,21,20,21,20,21,22,23,22,23,22,23,24,25,24,25,24,25,26,27,26,27,26,27,28,29,28,29,28,29,30,31,30,31,30,31,32,33,32,33,32,33,34,35,34,35,34,35,36,37,36,37,36,37,38,39,38,39,38,39,40,41,40,41,40,41,42,43,42,43,42,43,44,45,44,45,44,45,46,47,46,47,46,47,48,49,48,49,48,49
,,,,,,,CON,REG,CTRY,CON,CON,REG,REG,CTRY,CTRY,CON,CON,REG,REG,CTRY,CTRY,CON,CON,REG,REG,CTRY,CTRY,CON,CON,REG,REG,CTRY,CTRY,CON,CON,REG,REG,CTRY,CTRY,CON,CON,REG,REG,CTRY,CTRY,CON,CON,REG,REG,CTRY,CTRY,CON,CON,REG,REG,CTRY,CTRY,CON,CON,REG,REG,CTRY,CTRY,CON,CON,REG,REG,CTRY,CTRY,CON,CON,REG,REG,CTRY,CTRY,CON,CON,REG,REG,CTRY,CTRY,CON,CON,REG,REG,CTRY,CTRY,CON,CON,REG,REG,CTRY,CTRY,CON,CON,REG,REG,CTRY,CTRY,CON,CON,REG,REG,CTRY,CTRY,CON,CON,REG,REG,CTRY,CTRY,CON,CON,REG,REG,CTRY,CTRY,CON,CON,REG,REG,CTRY,CTRY,CON,CON,REG,REG,CTRY,CTRY,CON,CON,REG,REG,CTRY,CTRY,CON,CON,REG,REG,CTRY,CTRY,CON,CON,REG,REG,CTRY,CTRY
,,,,,,,Level,Level,Level,Level,%,Level,%,Level,%,Level,%,Level,%,Level,%,Level,%,Level,%,Level,%,Level,%,Level,%,Level,%,Level,%,Level,%,Level,%,Level,%,Level,%,Level,%,Level,%,Level,%,Level,%,Level,%,Level,%,Level,%,Level,%,Level,%,Level,%,Level,%,Level,%,Level,%,Level,%,Level,%,Level,%,Level,%,Level,%,Level,%,Level,%,Level,%,Level,%,Level,%,Level,%,Level,%,Level,%,Level,%,Level,%,Level,%,Level,%,Level,%,Level,%,Level,%,Level,%,Level,%,Level,%,Level,%,Level,%,Level,%,Level,%,Level,%,Level,%,Level,%,Level,%,Level,%,Level,%,Level,%,Level,%,Level,%,Level,%,Level,%,Level,%
,,,,,,,ALL,ALL,ALL,W,W,W,W,W,W,W_BR,W_BR,W_BR,W_BR,W_BR,W_BR,W_I,W_I,W_I,W_I,W_I,W_I,W_GYP,W_GYP,W_GYP,W_GYP,W_GYP,W_GYP,W_OTH,W_OTH,W_OTH,W_OTH,W_OTH,W_OTH,MX,MX,MX,MX,MX,MX,MX_W_BC,MX_W_BC,MX_W_BC,MX_W_BC,MX_W_BC,MX_W_BC,MX_W_BA,MX_W_BA,MX_W_BA,MX_W_BA,MX_W_BA,MX_W_BA,MX_W_A,MX_W_A,MX_W_A,MX_W_A,MX_W_A,MX_W_A,MX_OT,MX_OT,MX_OT,MX_OT,MX_OT,MX_OT,AS,AS,AS,AS,AS,AS,AS_I,AS_I,AS_I,AS_I,AS_I,AS_I,AS_P,AS_P,AS_P,AS_P,AS_P,AS_P,AS_B,AS_B,AS_B,AS_B,AS_B,AS_B,AS_C,AS_C,AS_C,AS_C,AS_C,AS_C,AS_OA,AS_OA,AS_OA,AS_OA,AS_OA,AS_OA,BB,BB,BB,BB,BB,BB,BB_A,BB_A,BB_A,BB_A,BB_A,BB_A,BB_C,BB_C,BB_C,BB_C,BB_C,BB_C,BB_OT,BB_OT,BB_OT,BB_OT,BB_OT,BB_OT,OT,OT,OT,OT,OT,OT,OT_A,OT_A,OT_A,OT_A,OT_A,OT_A,OT_OT,OT_OT,OT_OT,OT_OT,OT_OT,OT_OT
ONSConstID,ConstituencyName,RegionID,RegionName,CountryID,CountryName,Date,CONLevelALL,REGLevelALL,CTRYLevelALL,CONLevelW,CON%W,REGLevelW,REG%W,CTRYLevelW,CTRY%W,CONLevelW_BR,CON%W_BR,REGLevelW_BR,REG%W_BR,CTRYLevelW_BR,CTRY%W_BR,CONLevelW_I,CON%W_I,REGLevelW_I,REG%W_I,CTRYLevelW_I,CTRY%W_I,CONLevelW_GYP,CON%W_GYP,REGLevelW_GYP,REG%W_GYP,CTRYLevelW_GYP,CTRY%W_GYP,CONLevelW_OTH,CON%W_OTH,REGLevelW_OTH,REG%W_OTH,CTRYLevelW_OTH,CTRY%W_OTH,CONLevelMX,CON%MX,REGLevelMX,REG%MX,CTRYLevelMX,CTRY%MX,CONLevelMX_W_BC,CON%MX_W_BC,REGLevelMX_W_BC,REG%MX_W_BC,CTRYLevelMX_W_BC,CTRY%MX_W_BC,CONLevelMX_W_BA,CON%MX_W_BA,REGLevelMX_W_BA,REG%MX_W_BA,CTRYLevelMX_W_BA,CTRY%MX_W_BA,CONLevelMX_W_A,CON%MX_W_A,REGLevelMX_W_A,REG%MX_W_A,CTRYLevelMX_W_A,CTRY%MX_W_A,CONLevelMX_OT,CON%MX_OT,REGLevelMX_OT,REG%MX_OT,CTRYLevelMX_OT,CTRY%MX_OT,CONLevelAS,CON%AS,REGLevelAS,REG%AS,CTRYLevelAS,CTRY%AS,CONLevelAS_I,CON%AS_I,REGLevelAS_I,REG%AS_I,CTRYLevelAS_I,CTRY%AS_I,CONLevelAS_P,CON%AS_P,REGLevelAS_P,REG%AS_P,CTRYLevelAS_P,CTRY%AS_P,CONLevelAS_B,CON%AS_B,REGLevelAS_B,REG%AS_B,CTRYLevelAS_B,CTRY%AS_B,CONLevelAS_C,CON%AS_C,REGLevelAS_C,REG%AS_C,CTRYLevelAS_C,CTRY%AS_C,CONLevelAS_OA,CON%AS_OA,REGLevelAS_OA,REG%AS_OA,CTRYLevelAS_OA,CTRY%AS_OA,CONLevelBB,CON%BB,REGLevelBB,REG%BB,CTRYLevelBB,CTRY%BB,CONLevelBB_A,CON%BB_A,REGLevelBB_A,REG%BB_A,CTRYLevelBB_A,CTRY%BB_A,CONLevelBB_C,CON%BB_C,REGLevelBB_C,REG%BB_C,CTRYLevelBB_C,CTRY%BB_C,CONLevelBB_OT,CON%BB_OT,REGLevelBB_OT,REG%BB_OT,CTRYLevelBB_OT,CTRY%BB_OT,CONLevelOT,CON%OT,REGLevelOT,REG%OT,CTRYLevelOT,CTRY%OT,CONLevelOT_A,CON%OT_A,REGLevelOT_A,REG%OT_A,CTRYLevelOT_A,CTRY%OT_A,CONLevelOT_OT,CON%OT_OT,REGLevelOT_OT,REG%OT_OT,CTRYLevelOT_OT,CTRY%OT_OT
E14000554,Berwick-upon-Tweed,E12000001,North East,K04000001,England & Wales,2011,75718,2596886,63182178,74698,98.652896273013,2475567,95.3,55072251,87.1642174158669,73500,97.0707097387675,2431423,93.6,45134686,80.5,229,0.302437993607861,8035,0.3,531087,0.9,50,0.0660344964209303,1684,0.1,57680,0.1,919,1.2137140442167,34425,1.3,2485942,4.4,373,0.49261734330014,22449,0.9,1250229,1.97876844321511,126,0.166406930980744,5938,0.2,426715,0.8,49,0.0647138064925117,3549,0.1,165974,0.3,127,0.167727620909163,8022,0.3,341727,0.6,71,0.093768984917721,4940,0.2,289984,0.5,446,0.589027708074698,74599,2.9,4373339,6.92179209143439,131,0.173010380622837,15817,0.6,1451862,2.29789799269028,64,0.0845241554187908,19831,0.8,1174983,1.8596747329603,40,0.0528275971367442,10972,0.4,451529,0.714646145943244,102,0.134710372698698,14284,0.6,433150,0.685557246855276,109,0.143955202197628,13695,0.5,861815,1.36401597298529,141,0.186217279907023,13220,0.5,1904684,3.01459060179913,68,0.0898069151324652,10982,0.4,989628,1.8,57,0.0752793259198605,1193,0,594825,1.1,16,0.0211310388546977,1045,0,280437,0.5,60,0.0792413957051163,11051,0.4,580374,0.918572322720499,13,0.0171689690694419,5850,0.2,230600,0.4,47,0.0620724266356745,5201,0.2,333096,0.6
E14000569,Bishop Auckland,E12000001,North East,K04000001,England & Wales,2011,87143,2596886,63182178,86058,98.7549200739015,2475567,95.3,55072251,87.1642174158669,84968,97.5041024522911,2431423,93.6,45134686,80.5,190,0.218032429455034,8035,0.3,531087,0.9,123,0.141147309594574,1684,0.1,57680,0.1,777,0.891637882560848,34425,1.3,2485942,4.4,461,0.529015526204055,22449,0.9,1250229,1.97876844321511,174,0.199671803816715,5938,0.2,426715,0.8,51,0.0585244942221406,3549,0.1,165974,0.3,139,0.159507935232893,8022,0.3,341727,0.6,97,0.111311292932307,4940,0.2,289984,0.5,455,0.522130291589686,74599,2.9,4373339,6.92179209143439,147,0.168688248052052,15817,0.6,1451862,2.29789799269028,62,0.0711474243484847,19831,0.8,1174983,1.8596747329603,21,0.0240983211502932,10972,0.4,451529,0.714646145943244,117,0.134262074980205,14284,0.6,433150,0.685557246855276,108,0.123934223058651,13695,0.5,861815,1.36401597298529,93,0.106721136522727,13220,0.5,1904684,3.01459060179913,64,0.0734425025532745,10982,0.4,989628,1.8,20,0.0229507820478983,1193,0,594825,1.1,9,0.0103278519215542,1045,0,280437,0.5,76,0.0872129717820135,11051,0.4,580374,0.918572322720499,25,0.0286884775598729,5850,0.2,230600,0.4,51,0.0585244942221406,5201,0.2,333096,0.6
E14000574,Blaydon,E12000001,North East,K04000001,England & Wales,2011,88281,2596886,63182178,86692,98.2000656993011,2475567,95.3,55072251,87.1642174158669,85740,97.1216909640806,2431423,93.6,45134686,80.5,188,0.212956355274634,8035,0.3,531087,0.9,27,0.0305841574064635,1684,0.1,57680,0.1,737,0.834834222539391,34425,1.3,2485942,4.4,504,0.570904271587318,22449,0.9,1250229,1.97876844321511,146,0.165380999309025,5938,0.2,426715,0.8,85,0.0962834585018294,3549,0.1,165974,0.3,175,0.198230649856708,8022,0.3,341727,0.6,98,0.111009163919756,4940,0.2,289984,0.5,773,0.875613099081343,74599,2.9,4373339,6.92179209143439,245,0.277522909799391,15817,0.6,1451862,2.29789799269028,130,0.147257054179268,19831,0.8,1174983,1.8596747329603,31,0.0351151436889025,10972,0.4,451529,0.714646145943244,195,0.220885581268903,14284,0.6,433150,0.685557246855276,172,0.194832410144878,13695,0.5,861815,1.36401597298529,160,0.181239451297561,13220,0.5,1904684,3.01459060179913,115,0.130265855620122,10982,0.4,989628,1.8,25,0.0283186642652439,1193,0,594825,1.1,20,0.0226549314121951,1045,0,280437,0.5,152,0.172177478732683,11051,0.4,580374,0.918572322720499,48,0.0543718353892684,5850,0.2,230600,0.4,104,0.117805643343415,5201,0.2,333096,0.6
E14000575,Blyth Valley,E12000001,North East,K04000001,England & Wales,2011,82174,2596886,63182178,81071,98.6577262881203,2475567,95.3,55072251,87.1642174158669,80337,97.7644997201061,2431423,93.6,45134686,80.5,153,0.186190279163726,8035,0.3,531087,0.9,10,0.0121692992917468,1684,0.1,57680,0.1,571,0.694866989558741,34425,1.3,2485942,4.4,442,0.537883028695208,22449,0.9,1250229,1.97876844321511,144,0.175237909801154,5938,0.2,426715,0.8,55,0.0669311461046073,3549,0.1,165974,0.3,155,0.188624139022075,8022,0.3,341727,0.6,88,0.107089833767372,4940,0.2,289984,0.5,570,0.693650059629567,74599,2.9,4373339,6.92179209143439,199,0.242169055905761,15817,0.6,1451862,2.29789799269028,54,0.0657142161754326,19831,0.8,1174983,1.8596747329603,85,0.103439043979848,10972,0.4,451529,0.714646145943244,115,0.139946941855088,14284,0.6,433150,0.685557246855276,117,0.142380801713437,13695,0.5,861815,1.36401597298529,47,0.0571957066712099,13220,0.5,1904684,3.01459060179913,20,0.0243385985834936,10982,0.4,989628,1.8,24,0.0292063183001923,1193,0,594825,1.1,3,0.00365078978752403,1045,0,280437,0.5,44,0.0535449168836858,11051,0.4,580374,0.918572322720499,13,0.0158200890792708,5850,0.2,230600,0.4,31,0.037724827804415,5201,0.2,333096,0.6
E14000641,City of Durham,E12000001,North East,K04000001,England & Wales,2011,94375,2596886,63182178,90135,95.5072847682119,2475567,95.3,55072251,87.1642174158669,87204,92.4015894039735,2431423,93.6,45134686,80.5,424,0.449271523178808,8035,0.3,531087,0.9,106,0.112317880794702,1684,0.1,57680,0.1,2401,2.5441059602649,34425,1.3,2485942,4.4,994,1.05324503311258,22449,0.9,1250229,1.97876844321511,195,0.206622516556291,5938,0.2,426715,0.8,113,0.119735099337748,3549,0.1,165974,0.3,429,0.454569536423841,8022,0.3,341727,0.6,257,0.272317880794702,4940,0.2,289984,0.5,2416,2.56,74599,2.9,4373339,6.92179209143439,616,0.65271523178808,15817,0.6,1451862,2.29789799269028,171,0.181192052980132,19831,0.8,1174983,1.8596747329603,69,0.0731125827814569,10972,0.4,451529,0.714646145943244,957,1.01403973509934,14284,0.6,433150,0.685557246855276,603,0.638940397350993,13695,0.5,861815,1.36401597298529,337,0.357086092715232,13220,0.5,1904684,3.01459060179913,229,0.242649006622517,10982,0.4,989628,1.8,60,0.0635761589403974,1193,0,594825,1.1,48,0.0508609271523179,1045,0,280437,0.5,493,0.522384105960265,11051,0.4,580374,0.918572322720499,347,0.367682119205298,5850,0.2,230600,0.4,146,0.154701986754967,5201,0.2,333096,0.6
