E14000658,Darlington,E12000001,North East,K02000001,United Kingdom,2011,73746,2134449,51307392,19208,26.0461584357118,565208,26.5,11897294,23.1882649580006,10126,13.7309142190763,291852,13.7,7223057,14.0780045885006,11771,15.9615436769452,335926,15.7,7779426,15.1623882967975,3760,5.09858161798606,101328,4.7,1692239,3.29823624634828,9395,12.7396740162178,279693,13.1,6218908,12.1208811393103,16201,21.9686491470724,473382,22.2,13864683,27.0227787060391,3285,4.45447888699048,87060,4.1,2631785,5.12944606500365
E14000677,Easington,E12000001,North East,K02000001,United Kingdom,2011,67782,2134449,51307392,22719,33.5177480747101,565208,26.5,11897294,23.1882649580006,10100,14.9007111032427,291852,13.7,7223057,14.0780045885006,11308,16.6828951639078,335926,15.7,7779426,15.1623882967975,2705,3.99073500339323,101328,4.7,1692239,3.29823624634828,7916,11.6786167419079,279693,13.1,6218908,12.1208811393103,10351,15.2710159039273,473382,22.2,13864683,27.0227787060391,2683,3.95827800891092,87060,4.1,2631785,5.12944606500365
E14000709,Gateshead,E12000001,North East,K02000001,United Kingdom,2011,77511,2134449,51307392,23618,30.4705138625485,565208,26.5,11897294,23.1882649580006,11115,14.3399001432055,291852,13.7,7223057,14.0780045885006,11519,14.8611164866922,335926,15.7,7779426,15.1623882967975,3531,4.55548244765259,101328,4.7,1692239,3.29823624634828,8266,10.6642928100528,279693,13.1,6218908,12.1208811393103,16073,20.7364116060946,473382,22.2,13864683,27.0227787060391,3389,4.37228264375379,87060,4.1,2631785,5.12944606500365
E14000733,Hartlepool,E12000001,North East,K02000001,United Kingdom,2011,74228,2134449,51307392,22758,30.6595893732823,565208,26.5,11897294,23.1882649580006,10057,13.5487956027375,291852,13.7,7223057,14.0780045885006,11992,16.1556286037614,335926,15.7,7779426,15.1623882967975,4076,5.49118930861669,101328,4.7,1692239,3.29823624634828,9276,12.4966319987067,279693,13.1,6218908,12.1208811393103,13063,17.5984803578165,473382,22.2,13864683,27.0227787060391,3006,4.04968475507895,87060,4.1,2631785,5.12944606500365
E14000746,Hexham,E12000001,North East,K02000001,United Kingdom,2011,63603,2134449,51307392,11867,18.6579249406475,565208,26.5,11897294,23.1882649580006,7241,11.3846831124318,291852,13.7,7223057,14.0780045885006,9749,15.3278933383645,335926,15.7,7779426,15.1623882967975,2450,3.85201955882584,101328,4.7,1692239,3.29823624634828,7160,11.2573306290584,279693,13.1,6218908,12.1208811393103,22818,35.8756662421584,473382,22.2,13864683,27.0227787060391,2318,3.64448217851359,87060,4.1,2631785,5.12944606500365
E14000754,Houghton and Sunderland South,E12000001,North East,K02000001,United Kingdom,2011,71669,2134449,51307392,22009,30.7092327226555,565208,26.5,11897294,23.1882649580006,11130,15.5297269391229,291852,13.7,7223057,14.0780045885006,11860,16.5482984274931,335926,15.7,7779426,15.1623882967975,3786,5.2826187054375,101328,4.7,1692239,3.29823624634828,8337,11.6326445185506,279693,13.1,6218908,12.1208811393103,11976,16.7101536229053,473382,22.2,13864683,27.0227787060391,2571,3.58732506383513,87060,4.1,2631785,5.12944606500365
E14000765,Jarrow,E12000001,North East,K02000001,United Kingdom,2011,68415,2134449,51307392,18420,26.9239201929401,565208,26.5,11897294,23.1882649580006,10047,14.685376014032,291852,13.7,7223057,14.0780045885006,11130,16.2683622012717,335926,15.7,7779426,15.1623882967975,4466,6.52780822918951,101328,4.7,1692239,3.29823624634828,8456,12.3598626032303,279693,13.1,6218908,12.1208811393103,13448,19.6565080757144,473382,22.2,13864683,27.0227787060391,2448,3.57816268362201,87060,4.1,2631785,5.12944606500365
E14000819,Middlesbrough,E12000001,North East,K02000001,United Kingdom,2011,74523,2134449,51307392,23605,31.6747849657153,565208,26.5,11897294,23.1882649580006,10187,13.6696053567355,291852,13.7,7223057,14.0780045885006,11037,14.8101928263758,335926,15.7,7779426,15.1623882967975,2908,3.90215101378098,101328,4.7,1692239,3.29823624634828,10004,13.42404358386,279693,13.1,6218908,12.1208811393103,12564,16.8592246688942,473382,22.2,13864683,27.0227787060391,4218,5.6599975846383,87060,4.1,2631785,5.12944606500365
E14000820,Middlesbrough South and East Cleveland,E12000001,North East,K02000001,United Kingdom,2011,75741,2134449,51307392,19955,26.3463645845711,565208,26.5,11897294,23.1882649580006,9811,12.9533541938976,291852,13.7,7223057,14.0780045885006,12259,16.1854213701958,335926,15.7,7779426,15.1623882967975,4193,5.53597127051399,101328,4.7,1692239,3.29823624634828,9615,12.6945775735731,279693,13.1,6218908,12.1208811393103,16933,22.3564515916082,473382,22.2,13864683,27.0227787060391,2975,3.92785941564014,87060,4.1,2631785,5.12944606500365
E14000831,Newcastle upon Tyne Central,E12000001,North East,K02000001,United Kingdom,2011,74997,2134449,51307392,19969,26.6263983892689,565208,26.5,11897294,23.1882649580006,8791,11.7218022054216,291852,13.7,7223057,14.0780045885006,9048,12.0644825793032,335926,15.7,7779426,15.1623882967975,2057,2.74277637772178,101328,4.7,1692239,3.29823624634828,10186,13.5818766083977,279693,13.1,6218908,12.1208811393103,19961,26.6157312959185,473382,22.2,13864683,27.0227787060391,4985,6.64693254396843,87060,4.1,2631785,5.12944606500365
E14000832,Newcastle upon Tyne East,E12000001,North East,K02000001,United Kingdom,2011,83208,2134449,51307392,16379,19.6844053456398,565208,26.5,11897294,23.1882649580006,7418,8.91500817229113,291852,13.7,7223057,14.0780045885006,9028,10.8499182770887,335926,15.7,7779426,15.1623882967975,2406,2.89154888952985,101328,4.7,1692239,3.29823624634828,21057,25.3064609172195,279693,13.1,6218908,12.1208811393103,23396,28.1174887030093,473382,22.2,13864683,27.0227787060391,3524,4.23516969522161,87060,4.1,2631785,5.12944606500365
E14000833,Newcastle upon Tyne North,E12000001,North East,K02000001,United Kingdom,2011,73998,2134449,51307392,18537,25.0506770453255,565208,26.5,11897294,23.1882649580006,10031,13.5557717776156,291852,13.7,7223057,14.0780045885006,10979,14.8368874834455,335926,15.7,7779426,15.1623882967975,3465,4.68255898808076,101328,4.7,1692239,3.29823624634828,8416,11.3732803589286,279693,13.1,6218908,12.1208811393103,19716,26.6439633503608,473382,22.2,13864683,27.0227787060391,2854,3.85686099624314,87060,4.1,2631785,5.12944606500365
E14000840,North Durham,E12000001,North East,K02000001,United Kingdom,2011,71575,2134449,51307392,19551,27.3154034229829,565208,26.5,11897294,23.1882649580006,10598,14.8068459657702,291852,13.7,7223057,14.0780045885006,12322,17.2155082081732,335926,15.7,7779426,15.1623882967975,3275,4.57561997904296,101328,4.7,1692239,3.29823624634828,8761,12.2403073698917,279693,13.1,6218908,12.1208811393103,14448,20.1858190709046,473382,22.2,13864683,27.0227787060391,2620,3.66049598323437,87060,4.1,2631785,5.12944606500365
E14000853,North Tyneside,E12000001,North East,K02000001,United Kingdom,2011,84061,2134449,51307392,22391,26.6366091290848,565208,26.5,11897294,23.1882649580006,13031,15.5018379510118,291852,13.7,7223057,14.0780045885006,13729,16.3321873401458,335926,15.7,7779426,15.1623882967975,4737,5.63519349044147,101328,4.7,1692239,3.29823624634828,10035,11.9377594841841,279693,13.1,6218908,12.1208811393103,16945,20.1579805141504,473382,22.2,13864683,27.0227787060391,3193,3.79843209098155,87060,4.1,2631785,5.12944606500365
E14000856,North West Durham,E12000001,North East,K02000001,United Kingdom,2011,76028,2134449,51307392,19691,25.8996685431683,565208,26.5,11897294,23.1882649580006,10137,13.3332456463408,291852,13.7,7223057,14.0780045885006,12416,16.3308254853475,335926,15.7,7779426,15.1623882967975,3420,4.49834271584153,101328,4.7,1692239,3.29823624634828,9419,12.3888567369916,279693,13.1,6218908,12.1208811393103,17892,23.5334350502446,473382,22.2,13864683,27.0227787060391,3053,4.01562582206556,87060,4.1,2631785,5.12944606500365
E14000891,Redcar,E12000001,North East,K02000001,United Kingdom,2011,71156,2134449,51307392,20992,29.5013772556074,565208,26.5,11897294,23.1882649580006,10002,14.056439372646,291852,13.7,7223057,14.0780045885006,11820,16.6113890606555,335926,15.7,7779426,15.1623882967975,4139,5.81679689695879,101328,4.7,1692239,3.29823624634828,9495,13.3439204002473,279693,13.1,6218908,12.1208811393103,11988,16.8474900219237,473382,22.2,13864683,27.0227787060391,2720,3.82258699196132,87060,4.1,2631785,5.12944606500365
E14000915,Sedgefield,E12000001,North East,K02000001,United Kingdom,2011,68778,2134449,51307392,18847,27.4026578266306,565208,26.5,11897294,23.1882649580006,9340,13.5799238128471,291852,13.7,7223057,14.0780045885006,11380,16.545988542848,335926,15.7,7779426,15.1623882967975,3216,4.67591380964843,101328,4.7,1692239,3.29823624634828,8684,12.62613044869,279693,13.1,6218908,12.1208811393103,14569,21.1826456134229,473382,22.2,13864683,27.0227787060391,2742,3.98673994591294,87060,4.1,2631785,5.12944606500365
E14000944,South Shields,E12000001,North East,K02000001,United Kingdom,2011,68032,2134449,51307392,19808,29.1157102539981,565208,26.5,11897294,23.1882649580006,9913,14.5710841956726,291852,13.7,7223057,14.0780045885006,10945,16.0880174035748,335926,15.7,7779426,15.1623882967975,3931,5.7781632173095,101328,4.7,1692239,3.29823624634828,7991,11.7459430856068,279693,13.1,6218908,12.1208811393103,12647,18.5897812793979,473382,22.2,13864683,27.0227787060391,2797,4.11130056444026,87060,4.1,2631785,5.12944606500365
E14000970,Stockton North,E12000001,North East,K02000001,United Kingdom,2011,74123,2134449,51307392,20711,27.9413947087948,565208,26.5,11897294,23.1882649580006,11175,15.076292109062,291852,13.7,7223057,14.0780045885006,12510,16.877352508668,335926,15.7,7779426,15.1623882967975,3969,5.35461327792993,101328,4.7,1692239,3.29823624634828,9390,12.6681326983527,279693,13.1,6218908,12.1208811393103,13447,18.1414675606762,473382,22.2,13864683,27.0227787060391,2921,3.94074713651633,87060,4.1,2631785,5.12944606500365
E14000971,Stockton South,E12000001,North East,K02000001,United Kingdom,2011,80380,2134449,51307392,16017,19.9265986563822,565208,26.5,11897294,23.1882649580006,10290,12.8016919631749,291852,13.7,7223057,14.0780045885006,13539,16.8437422244339,335926,15.7,7779426,15.1623882967975,4116,5.12067678526997,101328,4.7,1692239,3.29823624634828,11562,14.3841751679522,279693,13.1,6218908,12.1208811393103,21803,27.1249066932073,473382,22.2,13864683,27.0227787060391,3053,3.7982085095795,87060,4.1,2631785,5.12944606500365
E14000982,Sunderland Central,E12000001,North East,K02000001,United Kingdom,2011,83594,2134449,51307392,22979,27.4888149867215,565208,26.5,11897294,23.1882649580006,11491,13.7462018805177,291852,13.7,7223057,14.0780045885006,12631,15.1099361198172,335926,15.7,7779426,15.1623882967975,4056,4.85202287245496,101328,4.7,1692239,3.29823624634828,10672,12.7664664928105,279693,13.1,6218908,12.1208811393103,17883,21.392683685432,473382,22.2,13864683,27.0227787060391,3882,4.64387396224609,87060,4.1,2631785,5.12944606500365
E14001006,Tynemouth,E12000001,North East,K02000001,United Kingdom,2011,81027,2134449,51307392,16766,20.6918681427179,565208,26.5,11897294,23.1882649580006,10152,12.5291569476841,291852,13.7,7223057,14.0780045885006,12807,15.8058424969455,335926,15.7,7779426,15.1623882967975,3948,4.87244992409937,101328,4.7,1692239,3.29823624634828,9588,11.8330926728128,279693,13.1,6218908,12.1208811393103,24789,30.5935058684142,473382,22.2,13864683,27.0227787060391,2977,3.6740839473262,87060,4.1,2631785,5.12944606500365
E14001014,Wansbeck,E12000001,North East,K02000001,United Kingdom,2011,67404,2134449,51307392,18103,26.8574565307697,565208,26.5,11897294,23.1882649580006,9317,13.8226218028604,291852,13.7,7223057,14.0780045885006,11147,16.5375942080589,335926,15.7,7779426,15.1623882967975,2759,4.09322888849326,101328,4.7,1692239,3.29823624634828,8488,12.5927244673907,279693,13.1,6218908,12.1208811393103,15094,22.3933297727138,473382,22.2,13864683,27.0227787060391,2496,3.70304432971337,87060,4.1,2631785,5.12944606500365
E14001020,Washington and Sunderland West,E12000001,North East,K02000001,United Kingdom,2011,72051,2134449,51307392,21048,29.2126410459258,565208,26.5,11897294,23.1882649580006,12627,17.5250863971354,291852,13.7,7223057,14.0780045885006,12444,17.2710996377566,335926,15.7,7779426,15.1623882967975,3569,4.95343576078056,101328,4.7,1692239,3.29823624634828,8280,11.4918599325478,279693,13.1,6218908,12.1208811393103,11478,15.930382645626,473382,22.2,13864683,27.0227787060391,2605,3.61549458022789,87060,4.1,2631785,5.12944606500365
E14000532,Altrincham and Sale West,E12000002,North West,K02000001,United Kingdom,2011,77136,5727629,51307392,11716,15.1887575191869,1419620,24.8,11897294,23.1882649580006,8545,11.0778365484339,777561,13.6,7223057,14.0780045885006,11753,15.2367247459033,905338,15.8,7779426,15.1623882967975,2404,3.1165733250363,225633,3.9,1692239,3.29823624634828,8770,11.3695291433313,740829,12.9,6218908,12.1208811393103,31121,40.345623314665,1399038,24.4,13864683,27.0227787060391,2827,3.66495540344327,259610,4.5,2631785,5.12944606500365
E14000537,Ashton-under-Lyne,E12000002,North West,K02000001,United Kingdom,2011,72789,5727629,51307392,21571,29.6349723172457,1419620,24.8,11897294,23.1882649580006,12039,16.5395870255121,777561,13.6,7223057,14.0780045885006,12485,17.1523169709709,905338,15.8,7779426,15.1623882967975,3099,4.2575114371677,225633,3.9,1692239,3.29823624634828,8564,11.7655140199755,740829,12.9,6218908,12.1208811393103,11228,15.4254076852272,1399038,24.4,13864683,27.0227787060391,3803,5.22469054390086,259610,4.5,2631785,5.12944606500365
E14000543,Barrow and Furness,E12000002,North West,K02000001,United Kingdom,2011,73539,5727629,51307392,17614,23.9519166700662,1419620,24.8,11897294,23.1882649580006,9752,13.260990766804,777561,13.6,7223057,14.0780045885006,11263,15.3156828349583,905338,15.8,7779426,15.1623882967975,6236,8.4798542270088,225633,3.9,1692239,3.29823624634828,9775,13.2922666884238,740829,12.9,6218908,12.1208811393103,16390,22.2874937108201,1399038,24.4,13864683,27.0227787060391,2509,3.41179510191871,259610,4.5,2631785,5.12944606500365
E14000559,Birkenhead,E12000002,North West,K02000001,United Kingdom,2011,71049,5727629,51307392,19734,27.7751973989782,1419620,24.8,11897294,23.1882649580006,10395,14.6307477937761,777561,13.6,7223057,14.0780045885006,12567,17.6877929316387,905338,15.8,7779426,15.1623882967975,2841,3.99864881982857,225633,3.9,1692239,3.29823624634828,8537,12.0156511703191,740829,12.9,6218908,12.1208811393103,14163,19.9341299666427,1399038,24.4,13864683,27.0227787060391,2812,3.95783191881659,259610,4.5,2631785,5.12944606500365
E14000570,Blackburn,E12000002,North West,K02000001,United Kingdom,2011,80817,5727629,51307392,24921,30.8363339396414,1419620,24.8,11897294,23.1882649580006,11648,14.4128091861861,777561,13.6,7223057,14.0780045885006,11855,14.6689434153705,905338,15.8,7779426,15.1623882967975,2946,3.64527265303092,225633,3.9,1692239,3.29823624634828,8668,10.7254661766708,740829,12.9,6218908,12.1208811393103,14654,18.1323236447777,1399038,24.4,13864683,27.0227787060391,6125,7.57885098432261,259610,4.5,2631785,5.12944606500365
E14000571,Blackley and Broughton,E12000002,North West,K02000001,United Kingdom,2011,83834,5727629,51307392,26689,31.835532123005,1419620,24.8,11897294,23.1882649580006,11418,13.6197724073765,777561,13.6,7223057,14.0780045885006,11634,13.8774244340005,905338,15.8,7779426,15.1623882967975,1625,1.93835436696328,225633,3.9,1692239,3.29823624634828,8550,10.1987260538684,740829,12.9,6218908,12.1208811393103,16590,19.7891070448744,1399038,24.4,13864683,27.0227787060391,7328,8.74108356991197,259610,4.5,2631785,5.12944606500365
E14000572,Blackpool North and Cleveleys,E12000002,North West,K02000001,United Kingdom,2011,69191,5727629,51307392,20527,29.6671532424737,1419620,24.8,11897294,23.1882649580006,10260,14.8285181598763,777561,13.6,7223057,14.0780045885006,11932,17.2450174155598,905338,15.8,7779426,15.1623882967975,3114,4.50058533624315,225633,3.9,1692239,3.29823624634828,8189,11.8353543090864,740829,12.9,6218908,12.1208811393103,12179,17.6020002601494,1399038,24.4,13864683,27.0227787060391,2990,4.32137127661112,259610,4.5,2631785,5.12944606500365
E14000573,Blackpool South,E12000002,North West,K02000001,United Kingdom,2011,66578,5727629,51307392,21329,32.0361080236715,1419620,24.8,11897294,23.1882649580006,10507,15.7814893808766,777561,13.6,7223057,14.0780045885006,11370,17.0777133587672,905338,15.8,7779426,15.1623882967975,2786,4.18456547207786,225633,3.9,1692239,3.29823624634828,7596,11.4091742016882,740829,12.9,6218908,12.1208811393103,9716,14.5934092342816,1399038,24.4,13864683,27.0227787060391,3274,4.91754032863709,259610,4.5,2631785,5.12944606500365
E14000578,Bolton North East,E12000002,North West,K02000001,United Kingdom,2011,76107,5727629,51307392,20487,26.9186802790808,1419620,24.8,11897294,23.1882649580006,10866,14.2772675312389,777561,13.6,7223057,14.0780045885006,11958,15.7120895581221,905338,15.8,7779426,15.1623882967975,3205,4.2111763701105,225633,3.9,1692239,3.29823624634828,9058,11.9016647614543,740829,12.9,6218908,12.1208811393103,16534,21.724677099347,1399038,24.4,13864683,27.0227787060391,3999,5.25444440064646,259610,4.5,2631785,5.12944606500365
E14000579,Bolton South East,E12000002,North West,K02000001,United Kingdom,2011,78682,5727629,51307392,24271,30.8469535598993,1419620,24.8,11897294,23.1882649580006,11844,15.0529981444295,777561,13.6,7223057,14.0780045885006,12448,15.8206451284919,905338,15.8,7779426,15.1623882967975,3122,3.96787066927633,225633,3.9,1692239,3.29823624634828,9119,11.5896901451412,740829,12.9,6218908,12.1208811393103,12887,16.378587224524,1399038,24.4,13864683,27.0227787060391,4991,6.34325512823772,259610,4.5,2631785,5.12944606500365
E14000580,Bolton West,E12000002,North West,K02000001,United Kingdom,2011,76870,5727629,51307392,16996,22.1100559385976,1419620,24.8,11897294,23.1882649580006,10406,13.5371406270327,777561,13.6,7223057,14.0780045885006,12332,16.0426694419149,905338,15.8,7779426,15.1623882967975,3605,4.68973591778327,225633,3.9,1692239,3.29823624634828,9579,12.4612982958241,740829,12.9,6218908,12.1208811393103,21020,27.3448679588916,1399038,24.4,13864683,27.0227787060391,2932,3.81423181995577,259610,4.5,2631785,5.12944606500365
E14000581,Bootle,E12000002,North West,K02000001,United Kingdom,2011,79439,5727629,51307392,24768,31.1786402145042,1419620,24.8,11897294,23.1882649580006,12684,15.9669683656642,777561,13.6,7223057,14.0780045885006,13676,17.2157252734803,905338,15.8,7779426,15.1623882967975,2693,3.39002253301275,225633,3.9,1692239,3.29823624634828,9820,12.3616863253566,740829,12.9,6218908,12.1208811393103,13117,16.5120406853057,1399038,24.4,13864683,27.0227787060391,2681,3.37491660267627,259610,4.5,2631785,5.12944606500365
E14000609,Burnley,E12000002,North West,K02000001,United Kingdom,2011,69915,5727629,51307392,20512,29.3384824429665,1419620,24.8,11897294,23.1882649580006,10075,14.4103554315955,777561,13.6,7223057,14.0780045885006,11046,15.7991847243081,905338,15.8,7779426,15.1623882967975,3251,4.64993206035901,225633,3.9,1692239,3.29823624634828,8606,12.3092326396338,740829,12.9,6218908,12.1208811393103,13092,18.7255953658013,1399038,24.4,13864683,27.0227787060391,3333,4.76721733533577,259610,4.5,2631785,5.12944606500365
E14000611,Bury North,E12000002,North West,K02000001,United Kingdom,2011,70163,5727629,51307392,15802,22.5218419964939,1419620,24.8,11897294,23.1882649580006,9538,13.5940595470547,777561,13.6,7223057,14.0780045885006,11932,17.0061143337657,905338,15.8,7779426,15.1623882967975,2540,3.62014167011103,225633,3.9,1692239,3.29823624634828,8685,12.3783190570529,740829,12.9,6218908,12.1208811393103,18301,26.0835483089378,1399038,24.4,13864683,27.0227787060391,3365,4.7959750865841,259610,4.5,2631785,5.12944606500365
E14000612,Bury South,E12000002,North West,K02000001,United Kingdom,2011,77772,5727629,51307392,17575,22.59810728797,1419620,24.8,11897294,23.1882649580006,11285,14.5103636270123,777561,13.6,7223057,14.0780045885006,13476,17.3275729054158,905338,15.8,7779426,15.1623882967975,2695,3.46525741912256,225633,3.9,1692239,3.29823624634828,9532,12.2563390423289,740829,12.9,6218908,12.1208811393103,19688,25.3150234017384,1399038,24.4,13864683,27.0227787060391,3521,4.52733631641208,259610,4.5,2631785,5.12944606500365
E14000620,Carlisle,E12000002,North West,K02000001,United Kingdom,2011,71082,5727629,51307392,18222,25.6351819025914,1419620,24.8,11897294,23.1882649580006,10766,15.1458878478377,777561,13.6,7223057,14.0780045885006,11565,16.2699417574069,905338,15.8,7779426,15.1623882967975,3308,4.65378014124532,225633,3.9,1692239,3.29823624634828,9093,12.7922680847472,740829,12.9,6218908,12.1208811393103,14866,20.9138741172167,1399038,24.4,13864683,27.0227787060391,3262,4.58906614895473,259610,4.5,2631785,5.12944606500365
E14000627,Cheadle,E12000002,North West,K02000001,United Kingdom,2011,74270,5727629,51307392,11826,15.9229837080921,1419620,24.8,11897294,23.1882649580006,8758,11.7921098693955,777561,13.6,7223057,14.0780045885006,11744,15.8125757371752,905338,15.8,7779426,15.1623882967975,2771,3.73098155379022,225633,3.9,1692239,3.29823624634828,9000,12.1179480274673,740829,12.9,6218908,12.1208811393103,27224,36.655446344419,1399038,24.4,13864683,27.0227787060391,2947,3.9679547596607,259610,4.5,2631785,5.12944606500365
E14000637,Chorley,E12000002,North West,K02000001,United Kingdom,2011,77144,5727629,51307392,16502,21.3911645753396,1419620,24.8,11897294,23.1882649580006,10297,13.3477652182931,777561,13.6,7223057,14.0780045885006,12449,16.1373535206886,905338,15.8,7779426,15.1623882967975,3727,4.8312247225967,225633,3.9,1692239,3.29823624634828,9818,12.7268484911335,740829,12.9,6218908,12.1208811393103,21426,27.7740329772892,1399038,24.4,13864683,27.0227787060391,2925,3.79161049465934,259610,4.5,2631785,5.12944606500365
E14000640,City of Chester,E12000002,North West,K02000001,United Kingdom,2011,77917,5727629,51307392,14802,18.9971379801584,1419620,24.8,11897294,23.1882649580006,8944,11.4788813737695,777561,13.6,7223057,14.0780045885006,11121,14.2728801160209,905338,15.8,7779426,15.1623882967975,2501,3.20982584031726,225633,3.9,1692239,3.29823624634828,11059,14.1933082639219,740829,12.9,6218908,12.1208811393103,26327,33.7885185517923,1399038,24.4,13864683,27.0227787060391,3163,4.05944787401979,259610,4.5,2631785,5.12944606500365
E14000646,Congleton,E12000002,North West,K02000001,United Kingdom,2011,76116,5727629,51307392,15288,20.0851332177203,1419620,24.8,11897294,23.1882649580006,9282,12.1945451679016,777561,13.6,7223057,14.0780045885006,12302,16.1621735246203,905338,15.8,7779426,15.1623882967975,3426,4.50102475169478,225633,3.9,1692239,3.29823624634828,9575,12.5794839455568,740829,12.9,6218908,12.1208811393103,23606,31.0131903936097,1399038,24.4,13864683,27.0227787060391,2637,3.46444899889642,259610,4.5,2631785,5.12944606500365
